symbol,_J,_U
ILMN,-1.385331360486,15.776988653311
TWTR,-1.615374251497,24.858712016695
PYPL,-1.82812564015,1.82330069336
SCHW,21.259421777898,-16.033446965795
FDX,-0.974022988506,2.130575719435
MRVL,-0.365901639344,-0.984100005483
AMAT,-0.738318584071,6.506558022725
AZN,-17.050285714286,-31.371864331001
SQ,-1.911066666667,14.642782602911
GME,-0.608887573964,0.0
WDC,-2.188036211699,44.926535446312
WFC,-0.349313053862,2.67521184638
GE,-0.657,4.552320835827
SPOT,-1.264346076459,-14.100566692613
LLY,-1.155190083981,31.623456665805
DHR,-1.120131147541,24.750727719252
Z,-1.240172442381,5.953106988986
WDAY,-2.315469387755,44.545369259591
INTC,-2.339969848587,25.060263029066
MU,-1.159176954733,12.622781181771
FCEL,-1.077741312741,40.101879326571
QCOM,3.109989023052,1.951587598142
AVGO,-1.617790956264,21.740884164673
AAL,-1.002913907285,137.524329428539
ADSK,0.542195845697,-9.47613636135
CSX,2.690853658537,-71.228680704332
COP,-1.188262466335,2.28917085575
BAC,-2.676666666667,4.261780799902
JPM,-3.156781609195,11.563993414166
ZTS,-1.512,-3.159077879675
XOM,-0.713507303846,14.701845389605
DAL,-1.500906344411,11.849462421972
GS,-3.654463276836,9.42046347566
JCI,-0.834576271186,5.068393144688
MS,7.533219094247,-4.429009909329
AMD,-0.835683453237,-6.581904994416
UAL,-9.155555555555,-3.849316878533
BRK.B,-1.50635451505,14.735099863909
ISRG,-1.240258591358,-7.838455828098
EBAY,-0.756469038208,13.136331907981
ABT,-2.171754754873,15.79113889239
AXP,-1.49718875502,12.371772839086
AMGN,4.775827831975,82.782347143967
PM,-1.565791505792,5.508832597731
MDT,-0.378839590444,-2.107313572258
PFE,1.69589148265,100.586282540651
CVS,2.535804878049,-12.615830961605
LOW,-0.660687285223,11.602014651103
STT,0.682717391304,-12.110563976827
KO,-0.555979899497,4.308820846881
FCX,-1.090909090909,10.535916811644
HON,1.784333333333,-28.305168733478
C,11.79418563923,-6.139118153521
ABBV,0.326384868421,313.320731698045
SWKS,-2.157192699182,59.468622527175
MET,-1.87266873065,6.253071225405
ROKU,-1.246910717244,40.53813520406
UPS,-1.044587973274,5.711912178728
ORCL,-1.629692307692,48.810799489348
CVX,-11.911304347826,-11.002526941505
DXCM,-2.213810829335,38.345951742162
QQQ,-1.657600650671,38.291088614571
ATVI,-1.908932926829,25.671406135836
TSLA,0.696215139442,9.892113421934
TGT,0.597151335312,-5.472801891895
SE,-2.495650089874,13.612958228753
IVV,-1.538852459016,22.531043552087
TWLO,-2.541483704974,33.241171209636
AMZN,-0.383751873631,-56.195542366373
ADBE,-1.855907752699,49.174108503717
GOOG,-2.236829745597,80.566028049489
T,0.474054054054,165.993565972193
MRK,0.0,77.553009157582
JNJ,-0.48050955414,10.548849291754
WMT,25.697647058825,-18.927594176038
GOOGL,-2.237432840696,80.273362549658
IWM,-1.124373107208,24.75990307716
TXN,-1.241549809064,21.125701085442
BLK,0.0,-587.550544654348
MO,-1.075272727273,7.963361844423
NXPI,-1.950690121786,23.740393279001
MSFT,-2.122189239332,211.905459408148
GM,-1.082534435262,47.256248876101
AAPL,-0.0,50.209404032599
VWO,-1.605528455285,25.103501620079
EL,-1.631352140078,5.562930951734
HD,-0.435,3.988687748765
COST,0.795603187563,-62.125735605173
BA,-0.941171171171,10.997044276678
MELI,-2.527537820653,155.913517545503
FB,-0.527147335423,46.087572065495
BMY,0.0,49.872933884297
CMCSA,-1.388766519824,41.685950413224
F,-1.079259259259,46.936912751678
IBM,1.488468034594,-3.328567925143
MCD,-0.240601503759,0.54454166991
CAT,-2.771810089021,12.463464365149
NFLX,-0.860826785104,70.027306982874
TTD,-2.290831637843,28.745157573482
V,-0.872805067665,0.0
CRM,-1.70822622108,104.75928712286
BKNG,-1.27677830941,-5.961035141528
LMT,0.390754716981,-7.608462020101
SNAP,-0.8687135506,60.677156394687
DE,-0.809613636364,22.96753716819
BK,0.0,-11.596437402019
SBUX,-0.319595959596,12.971455954955
SHOP,-1.69662479826,11.99367099204
MA,-0.638105975197,0.922746446644
PG,0.395799250653,142.538533138769
TMUS,0.0,6.712866760759
ACN,-0.619633507853,-2.861239807044
CCL,3.557894736842,5.343323096878
CSCO,-1.262365591398,14.404870828154
DG,1.500607476636,-5.691350763261
VZ,0.396603773585,151.821680707366
TSM,-1.329773967264,14.892513817266
PEP,0.212606382979,36.754268921014
MDLZ,0.388965517241,178.8309062201
NKE,-0.599,1.860129398001
REGN,0.492107706592,30.482876477297
BSX,-1.105436893204,37.292873092757
PLUG,-0.0,-258.009624307682
UNH,1.872818733738,13.459058003343
TJX,5.015267326733,8.018931595797
DIS,-1.959396179914,18.111325522075
NVDA,-1.131830617343,8.451315322845
EXPE,-2.603092783505,0.601886239446
ZNGA,-1.361658031088,15.733853073463
UVXY,0.981081081081,2.0698220358
TLRY,-3.814279569892,10.128942598187
WNW,,
CLEU,-0.571849411765,0.322942817912
FTFT,-0.361978021978,0.99681522047
CAN,-1.009377289377,6.386343774155
SOS,-1.356432637571,6.351774868403
EH,-1.359471994292,0.0
GSX,-1.090652812288,1.282858692729
BILI,-1.455454247294,35.909600531416
BIDU,-1.604257385674,16.570121523487
JD,-1.317504332756,83.969751395431
BABA,-1.841328413284,248.778383166078
XPEV,6.752903225806,-424.359283214247
NIO,-0.327150837989,-4.440165448916
PDD,-1.800141282848,130.637545176789
FUTU,-1.448788847679,2.126869298746
